HR;Positive;Negative;Anger;Anticipation;Disgust;Fear;Joy;Sadness;Surprise;Trust
degeneriran;0;1;0;0;0;0;0;0;0;0
degradacija;0;1;0;0;0;0;0;0;0;0
ponižavanje;0;1;0;0;0;0;0;0;0;0
degradirati;0;1;0;0;1;0;0;0;0;0
poniziti;0;1;0;0;1;0;0;0;0;0
ponižavaju?i;0;1;0;0;1;1;0;1;0;0
stupanj;1;0;0;0;0;0;0;0;0;0
diploma;1;0;0;0;0;0;0;0;0;0
odgoditi;0;1;1;0;1;1;0;1;0;0
odgoda;0;1;1;0;1;1;0;1;0;0
odga?ati;0;1;1;0;1;1;0;1;0;0
odugovla?enje;0;1;1;0;1;1;0;1;0;0
odugovla?iti;0;1;1;0;1;1;0;1;0;0
odlaganje;0;1;1;0;1;1;0;1;0;0
odlagati;0;1;1;0;1;1;0;1;0;0
odložiti;0;1;1;0;1;1;0;1;0;0
kasniti;0;1;1;0;1;1;0;1;0;0
kašnjenje;0;1;1;0;1;1;0;1;0;0
odgo?en;0;1;0;0;0;0;0;0;0;0
odložen;0;1;0;0;0;0;0;0;0;0
ukusan;1;0;0;0;0;0;0;0;0;0
delegat;1;0;0;0;0;0;0;0;0;1
izaslanik;1;0;0;0;0;0;0;0;0;1
poslanik;1;0;0;0;0;0;0;0;0;1
štetan;0;1;1;0;1;1;0;0;0;0
poguban;0;1;1;0;1;1;0;0;0;0
brisanje;0;1;0;0;0;0;0;0;0;0
namjeran;1;0;0;0;0;0;0;0;0;0
promišljen;1;0;0;0;0;0;0;0;0;0
ukusan;1;0;0;0;0;0;1;0;0;0
zadovoljstvo;1;0;0;1;0;0;1;0;0;0
uživanje;1;0;0;1;0;0;1;0;0;0
veselje;1;0;0;1;0;0;1;0;0;0
presretan;1;0;0;1;0;0;1;0;1;0
ushi?en;1;0;0;1;0;0;1;0;1;0
oduševljen;1;0;0;1;0;0;1;0;1;0
divan;1;0;0;1;0;0;1;0;0;1
krasan;1;0;0;1;0;0;1;0;0;1
delinkvencija;0;1;0;0;0;0;0;0;0;0
prijestupništvo;0;1;0;0;0;0;0;0;0;0
delinkvent;0;1;1;0;1;0;0;0;0;0
prestupnik;0;1;1;0;1;0;0;0;0;0
bunovan;0;1;0;0;0;0;0;1;0;0
mahnit;0;1;0;0;0;0;0;1;0;0
delirij;0;1;0;0;1;0;0;1;0;0
bunilo;0;1;0;0;1;0;0;1;0;0
ludilo;0;1;0;0;1;0;0;1;0;0
oslobo?enje;1;0;0;1;0;0;1;0;0;1
spasenje;1;0;0;1;0;0;1;0;0;1
dostava;1;0;0;1;0;0;0;0;0;0
poro?aj;1;0;0;1;0;0;0;0;0;0
potop;0;1;0;0;0;1;0;1;1;0
potopiti;0;1;0;0;0;1;0;1;1;0
zabluda;0;1;1;0;0;1;0;1;0;0
obmana;0;1;1;0;0;1;0;1;0;0
obmanjen;0;1;1;0;0;1;0;0;0;0
u zabludi;0;1;1;0;0;1;0;0;0;0
zahtijevati;0;1;1;0;0;0;0;0;0;0
zahtjevan;0;1;0;0;0;0;0;0;0;0
poreme?en;0;1;0;0;0;1;0;0;0;0
dementan;0;1;0;0;0;1;0;0;0;0
demencija;0;1;0;0;0;1;0;1;0;0
smrt;0;1;0;0;0;1;0;1;0;0
propast;0;1;0;0;0;1;0;1;0;0
demokracija;1;0;0;0;0;0;0;0;0;0
srušiti;0;1;1;0;0;0;0;1;0;0
razrušiti;0;1;1;0;0;0;0;1;0;0
uništiti;0;1;1;0;0;0;0;1;0;0
razoriti;0;1;1;0;0;0;0;1;0;0
slupati;0;1;1;0;0;0;0;1;0;0
rušiti;0;1;1;0;0;0;0;1;0;0
rušenje;0;1;0;0;0;0;0;0;0;0
uništenje;0;1;0;0;0;0;0;0;0;0
razaranje;0;1;0;0;0;0;0;0;0;0
demon;0;1;1;0;1;1;0;1;0;0
demonski;0;1;1;0;1;1;0;1;0;0
dokaziv;1;0;0;0;0;0;0;0;0;0
pokazni;1;0;0;0;0;0;1;1;0;0
demonstrativan;1;0;0;0;0;0;1;1;0;0
demoraliziran;0;1;0;0;0;1;0;1;0;0
poricanje;0;1;0;0;0;0;0;0;0;0
poreknut;0;1;0;0;0;0;0;1;0;0
otkazati;0;1;1;0;1;0;0;0;0;0
osuditi;0;1;1;0;1;0;0;0;0;0
optužiti;0;1;1;0;1;0;0;0;0;0
stomatologija;0;0;0;0;0;1;0;0;0;0
zubarstvo;0;0;0;0;0;1;0;0;0;0
optuživanje;0;1;1;0;1;1;0;0;0;0
pore?i;0;1;1;0;0;0;0;0;0;0
poricati;0;1;1;0;0;0;0;0;0;0
negirati;0;1;1;0;0;0;0;0;0;0
uskra?ivanje;0;1;0;1;0;0;0;0;0;0
poricanje;0;1;0;1;0;0;0;0;0;0
oti?i;0;0;0;1;0;0;0;1;0;0
otputovati;0;0;0;1;0;0;0;1;0;0
pokojni;0;1;0;0;0;0;0;1;0;0
pokojnik;0;1;0;0;0;0;0;1;0;0
odlazak;0;1;0;0;0;0;0;1;0;0
rastanak;0;1;0;0;0;0;0;1;0;0
ovisiti;0;0;0;1;0;0;0;0;0;1
zavisiti;0;0;0;1;0;0;0;0;0;1
zavisnost;0;1;0;0;0;1;0;1;0;0
ovisnost;0;1;0;0;0;1;0;1;0;0
zavisnost;0;1;0;0;0;0;0;0;0;0
ovisnost;0;1;0;0;0;0;0;0;0;0
zavisan;1;1;0;0;0;0;0;0;0;1
ovisan;1;1;0;0;0;0;0;0;0;1
jadan;0;1;1;0;1;1;0;1;0;0
bijedan;0;1;1;0;1;1;0;1;0;0
žaliti;0;1;1;0;1;0;0;1;0;0
protjerati;0;1;0;0;0;1;0;1;0;0
prognati;0;1;0;0;0;1;0;1;0;0
deportirati;0;1;0;0;0;1;0;1;0;0
deportacija;0;1;1;0;0;1;0;1;0;0
progonstvo;0;1;1;0;0;1;0;1;0;0
izgnanstvo;0;1;1;0;0;1;0;1;0;0
spremište;0;0;0;0;0;0;0;0;0;1
izopa?en;0;1;1;1;1;1;0;1;0;0
poreme?en;0;1;1;1;1;1;0;1;0;0
izopa?enost;0;1;1;0;1;0;0;0;0;0
pokvarenost;0;1;1;0;1;0;0;0;0;0
podcijeniti;0;1;1;0;1;0;0;0;0;0
devalvirati;0;1;1;0;1;0;0;0;0;0
devalviran;0;1;1;0;1;1;0;1;0;0
deprecijacija;0;1;0;0;0;1;0;0;0;0
devalvacija;0;1;0;0;0;1;0;0;0;0
deprimirati;0;1;0;0;0;1;0;1;0;0
ražalostiti;0;1;0;0;0;1;0;1;0;0
rastužiti;0;1;0;0;0;1;0;1;0;0
snužditi;0;1;0;0;0;1;0;1;0;0
tla?iti;0;1;0;0;0;1;0;1;0;0
depresivan;0;1;1;0;0;1;0;1;0;0
deprimiran;0;1;1;0;0;1;0;1;0;0
snužden;0;1;1;0;0;1;0;1;0;0
potišten;0;1;1;0;0;1;0;1;0;0
utu?en;0;1;1;0;0;1;0;1;0;0
depresivan;0;1;0;0;1;0;0;1;0;0
deprimiraju?i;0;1;0;0;1;0;0;1;0;0
depresija;0;1;0;0;0;0;0;1;0;0
utu?enost;0;1;0;0;0;0;0;1;0;0
depresivan;0;1;0;0;0;0;0;1;0;0
lišavanje;0;1;1;0;1;1;0;1;0;0
neimaština;0;1;1;0;1;1;0;1;0;0
siromaštvo;0;1;1;0;1;1;0;1;0;0
bijeda;0;1;1;0;1;1;0;1;0;0
dubina;1;0;0;0;0;0;0;0;0;1
zamjenik;0;0;0;0;0;0;0;0;0;1
namjesnik;0;0;0;0;0;0;0;0;0;1
predstavnik;0;0;0;0;0;0;0;0;0;1
poreme?en;0;1;1;0;1;1;0;0;0;0
napušten;0;1;0;0;0;0;0;0;0;0
odba?en;0;1;0;0;0;0;0;0;0;0
zapušten;0;1;0;0;0;0;0;0;0;0
ismijavanje;0;1;1;0;1;0;0;0;0;0
ruganje;0;1;1;0;1;0;0;0;0;0
poruga;0;1;1;0;1;0;0;0;0;0
dermatolog;0;0;0;0;0;0;0;0;0;1
derogacija;0;1;1;0;1;1;0;1;0;0
umanjenje;0;1;1;0;1;1;0;1;0;0
ponižavaju?i;0;1;1;0;1;1;0;1;0;0
pogrdan;0;1;1;0;1;1;0;1;0;0
podrugljiv;0;1;1;0;1;1;0;1;0;0
silazak;0;0;0;0;0;1;0;1;0;0
spuštanje;0;0;0;0;0;1;0;1;0;0
porijeklo;0;0;0;0;0;1;0;1;0;0
spust;0;0;0;0;0;1;0;1;0;0
pregledan;1;0;0;0;0;0;0;0;0;0
osipan;1;0;0;0;0;0;0;0;0;0
deskriptivan;1;0;0;0;0;0;0;0;0;0
skrnavljenje;0;1;1;0;1;1;0;1;0;0
oskvrnu?e;0;1;1;0;1;1;0;1;0;0
pustinja;0;1;1;0;1;1;0;1;0;0
pustoš;0;1;1;0;1;1;0;1;0;0
napustiti;0;1;1;0;1;1;0;1;0;0
napušten;0;1;1;0;1;1;0;1;0;0
napuštanje;0;1;0;0;0;0;0;0;0;0
dezertiranje;0;1;0;0;0;0;0;0;0;0
dezerterstvo;0;1;0;0;0;0;0;0;0;0
zaslužiti;1;0;1;1;0;0;0;0;0;1
zavrijediti;1;0;1;1;0;0;0;0;0;1
zaslužen;1;0;0;0;0;0;0;0;0;0
oznaka;0;0;0;0;0;0;0;0;0;1
dizajner;1;0;0;0;0;0;0;0;0;0
konstruktor;1;0;0;0;0;0;0;0;0;0
projektant;1;0;0;0;0;0;0;0;0;0
poželjan;1;0;0;0;0;0;0;0;0;0
žele?i;1;0;0;0;0;0;0;0;0;0
željan;1;0;0;0;0;0;0;0;0;0
prestati;0;1;1;0;1;0;0;0;0;0
pustošenje;0;1;0;0;0;1;0;1;0;0
o?ajavati;0;1;1;0;1;1;0;1;0;0
o?aj;0;1;1;0;1;1;0;1;0;0
bezna?e;0;1;1;0;1;1;0;1;0;0
o?ajni?ki;0;1;0;0;0;1;0;1;0;0
beznadan;0;1;0;0;0;1;0;1;0;0
o?ajan;0;1;0;0;0;1;0;1;0;0
o?ajan;0;1;0;0;0;0;0;0;0;0
o?ajni?ki;0;1;0;0;0;0;0;0;0;0
prezriv;0;1;1;0;1;0;0;0;0;0
podao;0;1;1;0;1;0;0;0;0;0
prezirati;0;1;1;0;1;0;0;0;0;0
mrziti;0;1;1;0;1;0;0;0;0;0
despotski;0;1;0;0;0;1;0;0;0;0
tiranski;0;1;0;0;0;1;0;0;0;0
diktatorski;0;1;0;0;0;1;0;0;0;0
despotizam;0;1;1;0;1;1;0;1;0;0
autoritarizam;0;1;1;0;1;1;0;1;0;0
despotstvo;0;1;1;0;1;1;0;1;0;0
diktatura;0;1;1;0;1;1;0;1;0;0
totalitarizam;0;1;1;0;1;1;0;1;0;0
odredište;1;0;0;1;0;1;1;1;1;0
destinacija;1;0;0;1;0;1;1;1;1;0
predodre?en;0;0;0;1;0;0;0;0;0;0
odre?en;0;0;0;1;0;0;0;0;0;0
siromašan;0;1;0;0;0;1;0;1;0;0
oskudan;0;1;0;0;0;1;0;1;0;0
uništen;0;1;1;0;0;1;0;1;0;0
razoren;0;1;1;0;0;1;0;1;0;0
srušen;0;1;1;0;0;1;0;1;0;0
razara?;0;1;1;0;0;1;0;0;0;0
rušilac;0;1;1;0;0;1;0;0;0;0
rušitelj;0;1;1;0;0;1;0;0;0;0
uništavanje;0;1;1;0;0;1;0;1;0;0
razaranje;0;1;1;0;0;1;0;1;0;0
razaranje;0;1;1;0;0;0;0;0;0;0
uništenje;0;1;1;0;0;0;0;0;0;0
uništavanje;0;1;1;0;0;0;0;0;0;0
destruktivan;0;1;1;0;1;1;0;0;0;0
razoran;0;1;1;0;1;1;0;0;0;0
rušila?ki;0;1;1;0;1;1;0;0;0;0
otu?enost;0;1;0;0;0;0;0;0;0;0
ravnodušnost;0;1;0;0;0;0;0;0;0;0
pritvoriti;0;1;0;0;0;0;0;0;0;0
uhapsiti;0;1;0;0;0;0;0;0;0;0
zatvoriti;0;1;0;0;0;0;0;0;0;0
zato?iti;0;1;0;0;0;0;0;0;0;0
pritvorenik;0;1;1;1;0;1;0;1;0;0
uhi?enik;0;1;1;1;0;1;0;1;0;0
otkriti;1;0;0;0;0;0;0;0;0;0
otkrivanje;1;0;0;0;0;0;0;0;0;0
detekcija;1;0;0;0;0;0;0;0;0;0
zadržavanje;0;1;0;0;0;0;0;1;0;0
pritvor;0;1;0;0;0;0;0;1;0;0
pogoršati;0;1;0;0;0;1;0;1;0;0
nazadovati;0;1;0;0;0;1;0;1;0;0
pogoršati se;0;1;0;0;0;1;0;1;0;0
pogoršavati;0;1;0;0;0;1;0;1;0;0
propadati;0;1;0;0;0;1;0;1;0;0
pogoršan;0;1;0;0;1;0;0;1;0;0
pogoršanje;0;1;1;0;1;1;0;1;0;0
nazadovanje;0;1;1;0;1;1;0;1;0;0
odre?en;0;0;0;1;0;0;0;0;0;1
odlu?nost;1;0;0;0;0;0;0;0;0;1
determinacija;1;0;0;0;0;0;0;0;0;1
odlu?an;1;0;0;0;0;0;0;0;0;0
mrziti;0;1;1;0;1;0;0;0;0;0
prezirati;0;1;1;0;1;0;0;0;0;0
detonirati;0;1;0;0;0;1;0;0;1;0
detonacija;0;0;1;0;0;0;0;0;0;0
umanjiti;0;1;1;0;0;0;0;0;0;0
omalovažavati;0;1;1;0;0;0;0;0;0;0
šteta;0;1;0;0;0;0;0;0;0;0
štetan;0;1;0;0;0;0;0;0;0;0
škodljiv;0;1;0;0;0;0;0;0;0;0
krš;0;1;0;0;0;0;0;0;0;0
opustošiti;0;1;1;0;0;1;0;1;0;0
razoriti;0;1;1;0;0;1;0;1;0;0
razarati;0;1;1;0;0;1;0;1;0;0
harati;0;1;1;0;0;1;0;1;0;0
devastirati;0;1;1;0;0;1;0;1;0;0
poharati;0;1;1;0;0;1;0;1;0;0
pustošiti;0;1;1;0;0;1;0;1;0;0
razoran;0;1;1;0;1;1;0;1;0;1
pustošenje;0;1;1;0;0;1;0;1;1;0
devastacija;0;1;1;0;0;1;0;1;1;0
razaranje;0;1;1;0;0;1;0;1;1;0
uništavanje;0;1;1;0;0;1;0;1;1;0
rušenje;0;1;1;0;0;1;0;1;1;0
razviti;1;0;0;1;0;0;0;0;0;0
razvijati;1;0;0;1;0;0;0;0;0;0
razviti se;1;0;0;1;0;0;0;0;0;0
razvijati se;1;0;0;1;0;0;0;0;0;0
devijacija;0;0;0;0;0;0;0;1;0;0
vrag;0;1;1;1;1;1;0;1;0;0
?avao;0;1;1;1;1;1;0;1;0;0
?avo;0;1;1;1;1;1;0;1;0;0
vraški;0;1;0;0;1;1;0;0;0;0
vražji;0;1;0;0;1;1;0;0;0;0
podmukao;0;1;0;0;0;0;0;0;0;0
izopa?en;0;1;0;0;0;0;0;0;0;0
degeneracija;0;1;0;0;0;0;0;0;0;0
nazadovanje;0;1;0;0;0;0;0;0;0;0
propadanje;0;1;0;0;0;0;0;0;0;0
pobožan;1;0;0;0;0;0;0;0;0;1
proždirati;0;1;0;0;0;0;0;0;0;0
proždrijeti;0;1;0;0;0;0;0;0;0;0
pobožan;1;0;0;1;0;0;1;0;0;1
revan;1;0;0;1;0;0;1;0;0;1
spretnost;1;0;0;0;0;0;0;0;0;0
vještina;1;0;0;0;0;0;0;0;0;0
okretnost;1;0;0;0;0;0;0;0;0;0
dijaboli?an;0;1;1;0;1;1;0;0;0;0
vražji;0;1;1;0;1;1;0;0;0;0
?avolji;0;1;1;0;1;1;0;0;0;0
dijagnoza;0;1;0;1;0;1;0;0;0;1
dijamant;1;0;0;0;0;0;1;0;0;0
pelena;0;0;0;0;1;0;0;0;0;0
proljev;0;0;0;0;1;0;0;0;0;0
dijareja;0;0;0;0;1;0;0;0;0;0
tr?kalica;0;0;0;0;1;0;0;0;0;0
dnevnik;1;0;0;0;0;0;1;0;0;1
kleveta;0;1;1;0;1;0;0;0;0;0
klevetanje;0;1;1;0;1;0;0;0;0;0
diktator;0;1;0;0;0;1;0;0;0;0
diktatorski;0;1;1;0;0;0;0;0;0;0
diktatura;0;1;1;1;1;1;0;1;0;0
totalitarizam;0;1;1;1;1;1;0;1;0;0
autoritarizam;0;1;1;1;1;1;0;1;0;0
despotizam;0;1;1;1;1;1;0;1;0;0
rje?nik;1;0;0;0;0;0;0;0;0;1
izreka;0;0;0;0;0;0;0;0;0;1
naredba;0;0;0;0;0;0;0;0;0;1
pou?an;1;0;0;0;0;0;0;0;0;0
didakti?an;1;0;0;0;0;0;0;0;0;0
umrijeti;0;1;0;0;0;1;0;1;0;0
umirati;0;1;0;0;0;1;0;1;0;0
dijetni;1;0;0;1;0;0;0;0;0;0
prehramben;1;0;0;1;0;0;0;0;0;0
diferencijal;0;0;0;0;0;0;0;0;0;1
diferencijalan;0;0;0;0;0;0;0;0;0;1
razli?ito;0;0;0;0;0;0;0;0;1;0
težak;0;0;0;0;0;1;0;0;0;0
teško?e;0;1;0;0;0;0;0;1;0;0
tegobe;0;1;0;0;0;0;0;1;0;0
poteško?e;0;1;0;0;0;0;0;1;0;0
teško?a;0;1;1;0;0;1;0;1;0;0
poteško?a;0;1;1;0;0;1;0;1;0;0
tegoba;0;1;1;0;0;1;0;1;0;0
brojka;0;0;0;0;0;0;0;0;0;1
znamenka;0;0;0;0;0;0;0;0;0;1
dostojanstven;1;0;0;0;0;0;0;0;0;0
dostojanstvo;1;0;0;0;0;0;0;0;0;1
dignitet;1;0;0;0;0;0;0;0;0;1
zastraniti;0;1;0;1;0;0;0;0;0;0
zastranjivati;0;1;0;1;0;0;0;0;0;0
jarak;0;0;0;0;0;1;0;0;0;0
brazda;0;0;0;0;0;1;0;0;0;0
trošan;0;1;0;0;1;0;0;1;0;0
oronuo;0;1;0;0;1;0;0;1;0;0
marljivost;1;0;0;0;0;0;0;0;0;1
ustrajnost;1;0;0;0;0;0;0;0;0;1
revnost;1;0;0;0;0;0;0;0;0;1
razrijediti;0;1;0;0;0;0;0;0;0;0
razvodniti;0;1;0;0;0;0;0;0;0;0
umanjiti;0;1;0;0;0;0;0;1;0;0
oslabiti;0;1;0;0;0;0;0;1;0;0
oslabljen;0;1;0;0;0;0;0;0;0;0
lupa;0;1;0;0;0;0;0;0;0;0
zveket;0;1;0;0;0;0;0;0;0;0
galama;0;1;0;0;0;0;0;0;0;0
graja;0;1;0;0;0;0;0;0;0;0
ve?era;1;0;0;0;0;0;0;0;0;0
dinosaur;0;0;0;0;0;1;0;0;0;0
diplomacija;1;0;0;1;0;0;0;0;0;1
diplomatski;1;0;0;0;0;0;0;0;0;1
strašan;0;1;0;0;1;1;0;1;1;0
grozan;0;1;0;0;1;1;0;1;1;0
koban;0;1;0;0;1;1;0;1;1;0
direktor;1;0;0;0;0;0;0;0;0;1
ravnatelj;1;0;0;0;0;0;0;0;0;1
upravitelj;1;0;0;0;0;0;0;0;0;1
voditelj;1;0;0;0;0;0;0;0;0;1
prljavština;0;1;0;0;1;0;0;0;0;0
prljav;0;1;0;0;1;0;0;0;0;0
zamazan;0;1;0;0;1;0;0;0;0;0
invalidnost;0;1;0;0;0;0;0;1;0;0
invaliditet;0;1;0;0;0;0;0;1;0;0
hendikepiranost;0;1;0;0;0;0;0;1;0;0
onesposobiti;0;1;0;0;0;1;0;1;0;0
onemogu?iti;0;1;0;0;0;1;0;1;0;0
onemogu?en;0;1;0;0;0;1;0;1;0;0
onesposobljen;0;1;0;0;0;1;0;1;0;0
hendikepiran;0;1;0;0;0;1;0;1;0;0
nezadovoljan;0;1;0;0;0;0;0;0;0;0
ne slagati se;0;1;1;0;0;0;0;0;0;0
proturje?iti;0;1;1;0;0;0;0;0;0;0
nesuglasan;0;1;1;0;0;0;0;1;0;0
neslaganje;0;1;1;0;0;0;0;1;0;0
neslaganje;0;1;1;0;0;0;0;1;0;0
odbijen;0;1;1;0;1;1;0;1;0;0
nedopušten;0;1;1;0;1;1;0;1;0;0
nestati;0;0;0;0;0;1;0;0;0;0
razo?arati;0;1;1;0;1;0;0;1;0;0
razo?aran;0;1;1;0;1;0;0;1;0;0
razo?aravaju?i;0;1;0;0;0;0;0;1;0;0
razo?aranje;0;1;0;0;1;0;0;1;0;0
neodobravanje;0;1;0;0;0;0;0;1;0;0
negodovanje;0;1;0;0;0;0;0;1;0;0
negodovati;0;1;1;0;1;1;0;1;0;0
odobreni;0;1;1;0;0;0;0;1;0;0
neodobravaju?i;0;1;1;0;1;0;0;1;0;0
katastrofa;0;1;1;0;1;1;0;1;1;0
nepogoda;0;1;1;0;1;1;0;1;1;0
nesre?a;0;1;1;0;1;1;0;1;1;0
katastrofalan;0;1;1;0;0;1;0;1;0;0
poguban;0;1;1;0;0;1;0;1;0;0
koban;0;1;1;0;0;1;0;1;0;0
ne vjerovati;0;1;0;0;0;0;0;0;0;0
opovrgnuti;0;1;0;0;0;0;0;0;0;0
odbaciti;0;1;0;0;0;0;0;0;0;0
odbaciti;0;1;0;0;0;0;0;0;0;0
otpustiti;0;1;0;0;0;0;0;0;0;0
u?enik;0;0;0;0;0;0;0;0;0;1
disciplina;0;1;0;0;0;1;0;0;0;0
odre?i se;0;1;1;0;1;0;0;0;0;1
opovrgnuti;0;1;1;0;1;0;0;0;0;1
objavljen;0;0;0;0;0;0;0;0;0;1
otkriven;0;0;0;0;0;0;0;0;0;1
obezbojenje;0;1;0;0;1;0;0;0;0;0
obezbojen;0;1;0;0;1;0;0;1;0;0
nelagodnost;0;1;0;0;0;0;0;1;0;0
neudobnost;0;1;0;0;0;0;0;1;0;0
neugodnost;0;1;0;0;0;0;0;1;0;0
isklju?iti;0;1;0;0;0;0;0;1;0;0
razjediniti;0;1;0;0;0;0;0;1;0;0
isklju?en;0;1;0;0;0;0;0;1;0;0
razjedinjenost;0;1;0;0;0;0;0;0;0;0
razdvojenost;0;1;0;0;0;0;0;0;0;0
nezadovoljstvo;0;1;1;0;1;1;0;1;0;0
prestati;0;1;0;0;0;0;0;0;0;0
prekinuti;0;1;0;0;0;0;0;0;0;0
obustaviti;0;1;0;0;0;0;0;0;0;0
nepovezanost;0;1;0;0;1;1;0;1;0;0
nepravilnost;0;1;0;0;1;1;0;1;0;0
diskontinuitet;0;1;0;0;1;1;0;1;0;0
razdor;0;1;1;0;1;0;0;0;0;0
nesloga;0;1;1;0;1;0;0;0;0;0
obeshrabriti;0;1;0;0;0;1;0;1;0;0
obeshrabrenost;0;1;0;0;0;0;0;0;0;0
otkri?e;1;0;0;0;0;0;0;0;0;0
pronalazak;1;0;0;0;0;0;0;0;0;0
izum;1;0;0;0;0;0;0;0;0;0
diskreditirati;0;1;0;0;0;0;0;0;0;0
odbaciti;0;1;0;0;0;0;0;0;0;0
osporiti;0;1;0;0;0;0;0;0;0;0
opovrgnuti;0;1;0;0;0;0;0;0;0;0
diskretan;1;0;0;1;0;0;0;0;0;0
diskrecija;1;0;0;1;0;0;0;0;0;1
diskrecijski;1;0;0;0;0;0;0;0;0;0
diskriminirati;0;1;1;0;0;0;0;1;0;0
diskriminatoran;0;1;0;0;1;0;0;0;0;0
diskriminacija;0;1;1;0;1;1;0;1;0;0
rasprava;1;0;0;0;0;0;0;0;0;0
diskusija;1;0;0;0;0;0;0;0;0;0
prezir;0;1;1;0;1;0;0;0;0;0
prezirati;0;1;1;0;1;0;0;0;0;0
bolest;0;1;1;0;1;1;0;1;0;0
bolestan;0;1;0;0;1;1;0;1;0;0
bestjelesan;0;1;0;0;0;1;0;1;0;0
oslobo?enje;0;1;0;0;0;0;0;0;0;0
unakažen;0;1;1;0;1;1;0;1;0;0
izobli?en;0;1;1;0;1;1;0;1;0;0
sramota;0;1;1;0;1;0;0;1;0;0
osramotiti;0;1;1;0;1;0;0;1;0;0
osramo?en;0;1;1;0;1;0;0;1;0;0
sramotan;0;1;1;0;1;0;0;0;0;0
nezadovoljan;0;1;1;0;1;0;0;1;0;0
razo?aran;0;1;1;0;1;0;0;1;0;0
ga?enje;0;1;1;0;1;1;0;1;0;0
odvratan;0;1;1;0;1;1;0;0;0;0
oduran;0;1;1;0;1;1;0;0;0;0
gadan;0;1;1;0;1;1;0;0;0;0
ogavan;0;1;1;0;1;1;0;0;0;0
gnjusan;0;1;1;0;1;1;0;0;0;0
demoraliziran;0;1;0;0;0;0;0;1;0;0
obeshrabren;0;1;0;0;0;0;0;1;0;0
obeshrabruju?i;0;1;0;0;0;0;0;1;0;0
demoraliziraju?i;0;1;0;0;0;0;0;1;0;0
nepošten;0;1;1;0;1;0;0;1;0;0
neiskren;0;1;1;0;1;0;0;1;0;0
ne?astan;0;1;1;0;1;0;0;1;0;0
nepoštenje;0;1;0;0;1;0;0;0;0;0
neiskrenost;0;1;0;0;1;0;0;0;0;0
sramota;0;1;1;0;1;1;0;1;0;0
posramiti;0;1;1;0;1;1;0;1;0;0
osramotiti;0;1;1;0;1;1;0;1;0;0
obeš?astiti;0;1;1;0;1;1;0;1;0;0
razo?aranje;0;1;1;0;1;0;0;1;0;0
dezinfekcija;1;0;0;0;0;0;0;0;0;0
sterilizacija;1;0;0;0;0;0;0;0;0;0
raskuživanje;1;0;0;0;0;0;0;0;0;0
dezinformacija;0;1;1;0;0;1;0;0;0;0
neiskren;0;1;0;0;1;0;0;0;0;0
raspasti se;0;1;0;0;1;1;0;0;0;0
raspadati se;0;1;0;0;1;1;0;0;0;0
dezintegrirati se;0;1;0;0;1;1;0;0;0;0
dezintegracija;0;1;0;0;0;0;0;0;0;0
raspadanje;0;1;0;0;0;0;0;0;0;0
nezainteresiran;0;1;0;0;0;0;0;0;0;0
ne voljeti;0;1;1;0;1;0;0;0;0;0
odbojnost;0;1;1;0;1;0;0;0;0;0
antipatija;0;1;1;0;1;0;0;0;0;0
averzija;0;1;1;0;1;0;0;0;0;0
nenaklonost;0;1;1;0;1;0;0;0;0;0
nesklonost;0;1;1;0;1;0;0;0;0;0
nevoljen;0;1;1;0;0;0;0;1;0;0
iš?ašen;0;1;1;0;1;1;0;1;0;0
tužan;0;1;0;0;1;1;0;1;0;0
žalostan;0;1;0;0;1;1;0;1;0;0
nesretan;0;1;0;0;1;1;0;1;0;0
užas;0;1;1;1;0;1;0;1;1;0
užasnuti;0;1;1;1;0;1;0;1;1;0
potištiti;0;1;1;1;0;1;0;1;1;0
zaprepastiti;0;1;1;1;0;1;0;1;1;0
obeshrabriti;0;1;1;1;0;1;0;1;1;0
rastužiti;0;1;1;1;0;1;0;1;1;0
masakriranje;0;1;0;0;1;1;0;1;0;0
otkaz;0;1;1;0;1;1;0;1;1;0
neposlušnost;0;1;1;0;1;0;0;0;0;0
neposluh;0;1;1;0;1;0;0;0;0;0
neposlušan;0;1;1;0;0;0;0;0;0;0
biti neposlušan;0;1;1;0;1;0;0;0;0;0
poreme?aj;0;1;0;0;0;1;0;0;0;0
nered;0;1;0;0;0;1;0;0;0;0
nesre?en;0;1;0;0;0;0;0;0;0;0
neuredan;0;1;0;0;0;0;0;0;0;0
neure?en;0;1;0;0;0;0;0;0;0;0
neorganiziran;0;1;0;0;0;0;0;0;0;0
podcjenjivati;0;1;1;0;1;0;0;1;0;0
omalovažiti;0;1;1;0;1;0;0;1;0;0
omalovažavati;0;1;1;0;1;0;0;1;0;0
podcijeniti;0;1;1;0;1;0;0;1;0;0
poniziti;0;1;1;0;1;0;0;1;0;0
ponižavati;0;1;1;0;1;0;0;1;0;0
podcjenjiva?ki;0;1;1;0;1;0;0;1;0;0
uvredljiv;0;1;1;0;1;0;0;1;0;0
omalovažavaju?i;0;1;1;0;1;0;0;1;0;0
disparitet;0;1;1;0;1;0;0;1;0;0
nejednakost;0;1;1;0;1;0;0;1;0;0
beš?utan;0;1;0;0;0;0;0;1;0;0
bezosje?ajan;0;1;0;0;0;0;0;1;0;0
rastjerati;0;1;0;0;0;0;0;1;0;0
odagnati;0;1;0;0;0;0;0;1;0;0
